Gene	Gene name	Brain region	TPM	pTPM	nTPM
ENSG00000114861	FOXP1	hippocampal formation	30.8	44.7	40.3
ENSG00000114861	FOXP1	hypothalamus	26.1	36.9	33.9
ENSG00000114861	FOXP1	medulla oblongata	34.0	50.6	45.1
ENSG00000114861	FOXP1	midbrain	44.8	60.9	55.0
ENSG00000114861	FOXP1	pons	28.4	41.9	34.2
ENSG00000114861	FOXP1	spinal cord	23.7	34.3	35.0
ENSG00000114861	FOXP1	thalamus	32.3	45.9	47.2
ENSG00000114861	FOXP1	white matter	40.6	63.3	53.1
ENSG00000114867	EIF4G1	amygdala	76.0	104.2	122.4
ENSG00000114867	EIF4G1	basal ganglia	93.7	139.0	115.0
ENSG00000114867	EIF4G1	cerebellum	89.1	125.2	107.8
ENSG00000114867	EIF4G1	cerebral cortex	92.5	136.6	129.5
ENSG00000114867	EIF4G1	choroid plexus	77.5	101.7	142.0
ENSG00000114867	EIF4G1	hippocampal formation	90.0	132.1	118.1
ENSG00000114867	EIF4G1	hypothalamus	104.6	153.3	135.0
ENSG00000114867	EIF4G1	medulla oblongata	103.1	151.9	152.7
ENSG00000114867	EIF4G1	midbrain	108.7	160.5	148.9
ENSG00000114867	EIF4G1	pons	103.4	155.6	140.4
ENSG00000114867	EIF4G1	spinal cord	85.3	122.7	123.5
ENSG00000114867	EIF4G1	thalamus	93.3	135.6	151.6
ENSG00000114867	EIF4G1	white matter	86.3	128.1	105.6
ENSG00000114902	SPCS1	amygdala	33.6	45.8	52.6
ENSG00000114902	SPCS1	basal ganglia	51.3	75.7	55.4
ENSG00000114902	SPCS1	cerebellum	54.9	77.0	64.4
ENSG00000114902	SPCS1	cerebral cortex	45.1	67.1	59.4
ENSG00000114902	SPCS1	choroid plexus	43.8	57.0	82.5
ENSG00000114902	SPCS1	hippocampal formation	43.4	64.5	52.7
ENSG00000114902	SPCS1	hypothalamus	72.1	106.4	72.7
ENSG00000114902	SPCS1	medulla oblongata	53.8	75.3	69.0
ENSG00000114902	SPCS1	midbrain	68.8	99.2	64.5
ENSG00000114902	SPCS1	pons	64.9	94.1	66.4
ENSG00000114902	SPCS1	spinal cord	49.7	72.1	68.6
ENSG00000114902	SPCS1	thalamus	49.2	71.7	68.3
ENSG00000114902	SPCS1	white matter	51.1	79.6	73.8
ENSG00000114904	NEK4	amygdala	15.5	21.7	24.1
ENSG00000114904	NEK4	basal ganglia	24.7	36.7	24.6
ENSG00000114904	NEK4	cerebellum	26.0	42.6	29.8
ENSG00000114904	NEK4	cerebral cortex	21.6	32.7	25.6
ENSG00000114904	NEK4	choroid plexus	16.3	21.4	29.3
ENSG00000114904	NEK4	hippocampal formation	17.8	26.4	22.0
ENSG00000114904	NEK4	hypothalamus	26.1	38.6	27.7
ENSG00000114904	NEK4	medulla oblongata	22.1	31.8	26.3
ENSG00000114904	NEK4	midbrain	24.9	36.0	30.2
ENSG00000114904	NEK4	pons	18.8	27.3	23.3
ENSG00000114904	NEK4	spinal cord	19.9	28.8	26.1
ENSG00000114904	NEK4	thalamus	20.2	28.3	26.3
ENSG00000114904	NEK4	white matter	20.1	31.3	22.6
ENSG00000114923	SLC4A3	amygdala	46.4	64.7	84.7
ENSG00000114923	SLC4A3	basal ganglia	66.5	97.5	86.1
ENSG00000114923	SLC4A3	cerebellum	44.8	62.5	54.5
ENSG00000114923	SLC4A3	cerebral cortex	49.8	72.8	73.5
ENSG00000114923	SLC4A3	choroid plexus	9.6	12.7	22.8
ENSG00000114923	SLC4A3	hippocampal formation	51.9	76.2	75.8
ENSG00000114923	SLC4A3	hypothalamus	69.7	96.2	82.8
ENSG00000114923	SLC4A3	medulla oblongata	55.2	83.8	77.9
ENSG00000114923	SLC4A3	midbrain	63.0	87.2	54.5
ENSG00000114923	SLC4A3	pons	74.3	106.1	101.9
ENSG00000114923	SLC4A3	spinal cord	28.9	42.0	32.5
ENSG00000114923	SLC4A3	thalamus	52.1	73.5	79.3
ENSG00000114923	SLC4A3	white matter	22.3	34.7	45.7
ENSG00000114933	INO80D	amygdala	10.9	15.0	16.6
ENSG00000114933	INO80D	basal ganglia	14.0	20.6	17.3
ENSG00000114933	INO80D	cerebellum	21.2	35.6	26.0
ENSG00000114933	INO80D	cerebral cortex	15.9	24.4	18.9
ENSG00000114933	INO80D	choroid plexus	9.5	12.5	16.4
ENSG00000114933	INO80D	hippocampal formation	11.8	17.6	16.2
ENSG00000114933	INO80D	hypothalamus	13.0	18.5	16.4
ENSG00000114933	INO80D	medulla oblongata	13.3	20.4	18.5
ENSG00000114933	INO80D	midbrain	13.0	19.3	16.2
ENSG00000114933	INO80D	pons	13.5	20.3	16.8
ENSG00000114933	INO80D	spinal cord	12.0	17.5	14.6
ENSG00000114933	INO80D	thalamus	12.8	18.8	17.3
ENSG00000114933	INO80D	white matter	17.3	29.0	20.7
ENSG00000114942	EEF1B2	amygdala	44.1	58.7	76.7
ENSG00000114942	EEF1B2	basal ganglia	61.8	89.0	90.9
ENSG00000114942	EEF1B2	cerebellum	56.0	78.9	68.0
ENSG00000114942	EEF1B2	cerebral cortex	48.4	72.5	77.9
ENSG00000114942	EEF1B2	choroid plexus	109.7	142.7	192.5
ENSG00000114942	EEF1B2	hippocampal formation	43.4	62.5	55.3
ENSG00000114942	EEF1B2	hypothalamus	65.2	96.3	79.0
ENSG00000114942	EEF1B2	medulla oblongata	67.3	100.7	90.2
ENSG00000114942	EEF1B2	midbrain	58.9	82.7	77.7
ENSG00000114942	EEF1B2	pons	62.9	92.7	81.0
ENSG00000114942	EEF1B2	spinal cord	55.7	73.8	102.3
ENSG00000114942	EEF1B2	thalamus	53.1	75.0	87.6
ENSG00000114942	EEF1B2	white matter	73.0	116.7	92.6
ENSG00000114948	ADAM23	amygdala	31.0	44.3	54.2
ENSG00000114948	ADAM23	basal ganglia	60.6	90.1	74.7
ENSG00000114948	ADAM23	cerebellum	31.1	47.8	38.0
ENSG00000114948	ADAM23	cerebral cortex	61.3	92.0	128.4
ENSG00000114948	ADAM23	choroid plexus	8.2	10.6	22.2
ENSG00000114948	ADAM23	hippocampal formation	36.1	54.0	49.0
ENSG00000114948	ADAM23	hypothalamus	55.7	82.2	54.1
ENSG00000114948	ADAM23	medulla oblongata	47.8	66.0	62.6
ENSG00000114948	ADAM23	midbrain	66.1	89.2	52.8
ENSG00000114948	ADAM23	pons	54.3	77.7	63.1
ENSG00000114948	ADAM23	spinal cord	25.0	36.5	34.7
ENSG00000114948	ADAM23	thalamus	61.9	84.9	69.0
ENSG00000114948	ADAM23	white matter	35.4	58.1	82.2
ENSG00000114956	DGUOK	amygdala	11.6	16.3	18.4
ENSG00000114956	DGUOK	basal ganglia	21.2	31.4	24.8
ENSG00000114956	DGUOK	cerebellum	16.7	27.9	19.4
ENSG00000114956	DGUOK	cerebral cortex	20.7	30.8	23.3
ENSG00000114956	DGUOK	choroid plexus	9.8	12.9	20.0
ENSG00000114956	DGUOK	hippocampal formation	15.1	22.3	20.4
ENSG00000114956	DGUOK	hypothalamus	29.8	44.0	32.8
ENSG00000114956	DGUOK	medulla oblongata	20.2	30.5	22.6
ENSG00000114956	DGUOK	midbrain	22.3	32.3	22.3
ENSG00000114956	DGUOK	pons	22.1	32.0	25.2
ENSG00000114956	DGUOK	spinal cord	14.9	21.7	22.5
ENSG00000114956	DGUOK	thalamus	16.5	23.3	20.6
ENSG00000114956	DGUOK	white matter	17.0	28.0	23.9
ENSG00000114978	MOB1A	amygdala	15.9	21.6	20.3
ENSG00000114978	MOB1A	basal ganglia	17.1	25.3	18.3
ENSG00000114978	MOB1A	cerebellum	20.1	28.4	20.8
ENSG00000114978	MOB1A	cerebral cortex	16.9	25.5	17.1
ENSG00000114978	MOB1A	choroid plexus	21.5	28.2	33.0
ENSG00000114978	MOB1A	hippocampal formation	17.0	24.6	17.5
ENSG00000114978	MOB1A	hypothalamus	22.1	32.0	27.0
ENSG00000114978	MOB1A	medulla oblongata	30.2	45.8	28.6
ENSG00000114978	MOB1A	midbrain	22.4	32.3	22.5
ENSG00000114978	MOB1A	pons	25.2	38.3	22.7
ENSG00000114978	MOB1A	spinal cord	18.5	26.9	27.5
ENSG00000114978	MOB1A	thalamus	17.8	26.0	21.3
ENSG00000114978	MOB1A	white matter	25.2	40.3	31.4
ENSG00000114982	KANSL3	amygdala	1.8	2.4	4.8
ENSG00000114982	KANSL3	basal ganglia	3.9	5.8	5.0
ENSG00000114982	KANSL3	cerebellum	4.1	5.7	4.2
ENSG00000114982	KANSL3	cerebral cortex	5.8	8.7	6.8
ENSG00000114982	KANSL3	choroid plexus	7.5	9.7	18.8
ENSG00000114982	KANSL3	hippocampal formation	4.0	5.8	5.0
ENSG00000114982	KANSL3	hypothalamus	8.3	12.4	6.5
ENSG00000114982	KANSL3	medulla oblongata	4.7	6.4	5.4
ENSG00000114982	KANSL3	midbrain	6.7	9.1	6.8
ENSG00000114982	KANSL3	pons	4.4	6.6	5.7
ENSG00000114982	KANSL3	spinal cord	5.6	8.1	8.1
ENSG00000114982	KANSL3	thalamus	3.4	4.8	8.8
ENSG00000114982	KANSL3	white matter	3.0	4.5	5.8
ENSG00000114988	LMAN2L	amygdala	7.0	9.7	9.0
ENSG00000114988	LMAN2L	basal ganglia	12.0	17.7	10.9
ENSG00000114988	LMAN2L	cerebellum	8.6	14.3	9.3
ENSG00000114988	LMAN2L	cerebral cortex	11.0	17.1	9.1
ENSG00000114988	LMAN2L	choroid plexus	4.5	5.9	7.9
ENSG00000114988	LMAN2L	hippocampal formation	7.5	10.8	9.3
ENSG00000114988	LMAN2L	hypothalamus	20.1	29.7	22.7
ENSG00000114988	LMAN2L	medulla oblongata	12.2	17.1	12.6
ENSG00000114988	LMAN2L	midbrain	8.1	11.8	12.0
ENSG00000114988	LMAN2L	pons	10.3	14.7	12.3
ENSG00000114988	LMAN2L	spinal cord	7.0	10.1	9.6
ENSG00000114988	LMAN2L	thalamus	8.8	12.5	11.3
ENSG00000114988	LMAN2L	white matter	13.1	21.5	10.2
ENSG00000114993	RTKN	amygdala	32.3	44.2	52.8
ENSG00000114993	RTKN	basal ganglia	87.3	129.1	105.3
ENSG00000114993	RTKN	cerebellum	69.1	97.1	81.6
ENSG00000114993	RTKN	cerebral cortex	77.8	115.5	89.3
ENSG00000114993	RTKN	choroid plexus	17.8	23.5	28.9
ENSG00000114993	RTKN	hippocampal formation	44.8	67.1	57.3
ENSG00000114993	RTKN	hypothalamus	60.8	83.7	70.1
ENSG00000114993	RTKN	medulla oblongata	90.4	138.8	101.5
ENSG00000114993	RTKN	midbrain	67.5	93.9	92.2
ENSG00000114993	RTKN	pons	70.7	101.0	84.1
ENSG00000114993	RTKN	spinal cord	48.0	69.9	63.0
ENSG00000114993	RTKN	thalamus	70.9	103.4	85.5
ENSG00000114993	RTKN	white matter	125.0	210.5	172.7
ENSG00000114999	TTL	amygdala	7.5	10.4	12.2
ENSG00000114999	TTL	basal ganglia	10.5	15.6	13.0
ENSG00000114999	TTL	cerebellum	8.6	14.5	10.5
ENSG00000114999	TTL	cerebral cortex	10.6	16.3	13.4
ENSG00000114999	TTL	choroid plexus	4.0	5.3	7.8
ENSG00000114999	TTL	hippocampal formation	9.3	13.6	11.9
ENSG00000114999	TTL	hypothalamus	9.4	14.0	11.0
ENSG00000114999	TTL	medulla oblongata	8.6	12.6	10.8
ENSG00000114999	TTL	midbrain	9.0	13.1	11.5
ENSG00000114999	TTL	pons	8.9	13.0	10.8
ENSG00000114999	TTL	spinal cord	7.2	10.5	9.4
ENSG00000114999	TTL	thalamus	10.1	14.7	12.9
ENSG00000114999	TTL	white matter	11.1	17.3	14.4
ENSG00000115008	IL1A	amygdala	0.4	0.5	0.4
ENSG00000115008	IL1A	basal ganglia	0.4	0.6	0.5
ENSG00000115008	IL1A	cerebellum	0.6	0.9	0.7
ENSG00000115008	IL1A	cerebral cortex	0.6	1.0	0.8
ENSG00000115008	IL1A	choroid plexus	0.0	0.0	0.0
ENSG00000115008	IL1A	hippocampal formation	0.4	0.6	0.4
ENSG00000115008	IL1A	hypothalamus	0.6	0.9	0.8
ENSG00000115008	IL1A	medulla oblongata	1.7	2.6	1.7
ENSG00000115008	IL1A	midbrain	1.4	2.0	1.3
ENSG00000115008	IL1A	pons	1.2	1.9	1.2
ENSG00000115008	IL1A	spinal cord	0.8	1.1	1.1
ENSG00000115008	IL1A	thalamus	0.6	0.8	0.8
ENSG00000115008	IL1A	white matter	1.7	2.5	2.1
ENSG00000115009	CCL20	amygdala	5.8	8.0	6.7
ENSG00000115009	CCL20	basal ganglia	7.7	11.2	7.4
ENSG00000115009	CCL20	cerebellum	9.4	16.0	10.4
ENSG00000115009	CCL20	cerebral cortex	8.5	12.8	8.3
ENSG00000115009	CCL20	choroid plexus	1.9	2.5	2.9
ENSG00000115009	CCL20	hippocampal formation	6.0	8.6	6.7
ENSG00000115009	CCL20	hypothalamus	4.3	6.1	6.0
ENSG00000115009	CCL20	medulla oblongata	7.5	11.4	6.8
ENSG00000115009	CCL20	midbrain	4.7	7.0	6.0
ENSG00000115009	CCL20	pons	6.9	10.2	7.4
ENSG00000115009	CCL20	spinal cord	5.2	7.4	6.0
ENSG00000115009	CCL20	thalamus	6.1	8.3	8.4
ENSG00000115009	CCL20	white matter	11.1	18.7	9.6
ENSG00000115020	PIKFYVE	amygdala	27.7	39.0	41.1
ENSG00000115020	PIKFYVE	basal ganglia	40.9	60.7	43.2
ENSG00000115020	PIKFYVE	cerebellum	47.9	80.0	56.7
ENSG00000115020	PIKFYVE	cerebral cortex	39.6	60.8	46.4
ENSG00000115020	PIKFYVE	choroid plexus	27.1	35.5	50.4
ENSG00000115020	PIKFYVE	hippocampal formation	33.7	49.8	41.7
ENSG00000115020	PIKFYVE	hypothalamus	45.0	66.4	43.4
ENSG00000115020	PIKFYVE	medulla oblongata	37.7	57.2	44.8
ENSG00000115020	PIKFYVE	midbrain	41.8	60.5	44.0
ENSG00000115020	PIKFYVE	pons	38.3	55.6	42.3
ENSG00000115020	PIKFYVE	spinal cord	29.1	42.1	43.5
ENSG00000115020	PIKFYVE	thalamus	39.7	57.9	46.6
ENSG00000115020	PIKFYVE	white matter	41.9	65.3	49.0
ENSG00000115041	KCNIP3	amygdala	14.0	18.8	26.0
ENSG00000115041	KCNIP3	basal ganglia	21.6	32.4	23.1
ENSG00000115041	KCNIP3	cerebellum	12.1	16.9	13.9
ENSG00000115041	KCNIP3	cerebral cortex	23.9	34.4	32.4
ENSG00000115041	KCNIP3	choroid plexus	3.2	4.2	6.5
ENSG00000115041	KCNIP3	hippocampal formation	15.3	22.1	20.8
ENSG00000115041	KCNIP3	hypothalamus	14.4	20.5	17.1
ENSG00000115041	KCNIP3	medulla oblongata	9.9	13.5	13.8
ENSG00000115041	KCNIP3	midbrain	14.8	20.9	17.2
ENSG00000115041	KCNIP3	pons	10.0	13.6	13.8
ENSG00000115041	KCNIP3	spinal cord	12.8	18.6	14.3
ENSG00000115041	KCNIP3	thalamus	10.9	15.4	19.7
ENSG00000115041	KCNIP3	white matter	20.4	31.8	23.4
ENSG00000115042	FAHD2A	amygdala	16.8	23.4	25.6
ENSG00000115042	FAHD2A	basal ganglia	24.0	35.6	31.0
ENSG00000115042	FAHD2A	cerebellum	28.4	47.0	32.6
ENSG00000115042	FAHD2A	cerebral cortex	24.9	37.0	31.5
ENSG00000115042	FAHD2A	choroid plexus	11.1	14.7	19.1
ENSG00000115042	FAHD2A	hippocampal formation	20.9	31.0	26.7
ENSG00000115042	FAHD2A	hypothalamus	22.7	32.6	27.1
ENSG00000115042	FAHD2A	medulla oblongata	23.8	36.6	27.7
ENSG00000115042	FAHD2A	midbrain	20.7	30.0	27.3
ENSG00000115042	FAHD2A	pons	22.1	32.3	28.0
ENSG00000115042	FAHD2A	spinal cord	19.9	29.0	24.2
ENSG00000115042	FAHD2A	thalamus	25.0	36.4	29.0
ENSG00000115042	FAHD2A	white matter	30.4	50.0	37.7
ENSG00000115053	NCL	amygdala	91.2	123.9	163.5
ENSG00000115053	NCL	basal ganglia	135.4	194.7	195.6
ENSG00000115053	NCL	cerebellum	129.5	203.3	163.5
ENSG00000115053	NCL	cerebral cortex	125.6	185.5	185.7
ENSG00000115053	NCL	choroid plexus	68.9	90.4	132.0
ENSG00000115053	NCL	hippocampal formation	90.3	130.3	134.1
ENSG00000115053	NCL	hypothalamus	142.0	199.2	209.6
ENSG00000115053	NCL	medulla oblongata	125.4	186.1	206.9
ENSG00000115053	NCL	midbrain	119.9	168.6	188.8
ENSG00000115053	NCL	pons	123.7	184.9	188.6
ENSG00000115053	NCL	spinal cord	131.7	190.0	185.6
ENSG00000115053	NCL	thalamus	148.4	210.0	191.3
ENSG00000115053	NCL	white matter	169.0	249.8	190.4
ENSG00000115073	ACTR1B	amygdala	31.0	43.5	58.2
ENSG00000115073	ACTR1B	basal ganglia	44.5	65.7	50.0
ENSG00000115073	ACTR1B	cerebellum	40.3	56.4	46.2
ENSG00000115073	ACTR1B	cerebral cortex	58.2	86.7	66.8
ENSG00000115073	ACTR1B	choroid plexus	29.6	38.9	57.2
ENSG00000115073	ACTR1B	hippocampal formation	47.0	68.3	59.6
ENSG00000115073	ACTR1B	hypothalamus	54.3	80.1	52.4
ENSG00000115073	ACTR1B	medulla oblongata	55.8	86.0	53.0
ENSG00000115073	ACTR1B	midbrain	51.1	72.1	49.0
ENSG00000115073	ACTR1B	pons	46.8	67.4	54.8
ENSG00000115073	ACTR1B	spinal cord	36.0	52.1	52.4
ENSG00000115073	ACTR1B	thalamus	40.7	59.3	54.5
ENSG00000115073	ACTR1B	white matter	48.3	79.4	53.4
ENSG00000115084	SLC35F5	amygdala	14.5	20.5	20.2
ENSG00000115084	SLC35F5	basal ganglia	21.3	31.5	24.1
ENSG00000115084	SLC35F5	cerebellum	33.5	54.7	37.0
ENSG00000115084	SLC35F5	cerebral cortex	22.2	33.0	24.6
ENSG00000115084	SLC35F5	choroid plexus	45.4	59.5	79.4
ENSG00000115084	SLC35F5	hippocampal formation	22.4	33.5	25.0
ENSG00000115084	SLC35F5	hypothalamus	23.9	35.3	25.8
ENSG00000115084	SLC35F5	medulla oblongata	26.9	41.3	27.2
ENSG00000115084	SLC35F5	midbrain	25.5	36.9	22.0
ENSG00000115084	SLC35F5	pons	23.5	35.8	24.3
ENSG00000115084	SLC35F5	spinal cord	17.7	25.8	23.9
ENSG00000115084	SLC35F5	thalamus	21.4	31.3	23.4
ENSG00000115084	SLC35F5	white matter	36.8	60.4	36.3
ENSG00000115085	ZAP70	amygdala	0.3	0.4	0.7
ENSG00000115085	ZAP70	basal ganglia	0.4	0.6	0.7
ENSG00000115085	ZAP70	cerebellum	0.5	0.8	0.6
ENSG00000115085	ZAP70	cerebral cortex	0.5	0.8	0.8
ENSG00000115085	ZAP70	choroid plexus	0.3	0.5	0.7
ENSG00000115085	ZAP70	hippocampal formation	0.3	0.4	0.4
ENSG00000115085	ZAP70	hypothalamus	0.9	1.3	1.1
ENSG00000115085	ZAP70	medulla oblongata	0.8	1.3	1.2
ENSG00000115085	ZAP70	midbrain	2.6	3.6	2.1
ENSG00000115085	ZAP70	pons	0.7	0.9	1.0
ENSG00000115085	ZAP70	spinal cord	0.6	0.8	0.7
ENSG00000115085	ZAP70	thalamus	1.6	2.3	2.3
ENSG00000115085	ZAP70	white matter	0.5	0.8	0.8
ENSG00000115091	ACTR3	amygdala	51.1	71.8	83.4
ENSG00000115091	ACTR3	basal ganglia	91.8	135.8	94.5
ENSG00000115091	ACTR3	cerebellum	85.3	120.1	99.1
ENSG00000115091	ACTR3	cerebral cortex	88.4	131.6	104.3
ENSG00000115091	ACTR3	choroid plexus	68.7	89.7	131.0
ENSG00000115091	ACTR3	hippocampal formation	101.1	149.0	120.4
ENSG00000115091	ACTR3	hypothalamus	94.6	139.7	109.1
ENSG00000115091	ACTR3	medulla oblongata	108.1	163.2	120.9
ENSG00000115091	ACTR3	midbrain	101.7	147.1	99.1
ENSG00000115091	ACTR3	pons	87.7	128.7	101.1
ENSG00000115091	ACTR3	spinal cord	64.7	93.6	96.3
ENSG00000115091	ACTR3	thalamus	76.9	112.0	105.7
ENSG00000115091	ACTR3	white matter	93.3	153.3	115.0
ENSG00000115107	STEAP3	amygdala	6.8	9.2	7.5
ENSG00000115107	STEAP3	basal ganglia	8.5	12.8	6.2
ENSG00000115107	STEAP3	cerebellum	15.3	21.6	13.3
ENSG00000115107	STEAP3	cerebral cortex	12.3	18.0	11.1
ENSG00000115107	STEAP3	choroid plexus	15.7	20.6	20.7
ENSG00000115107	STEAP3	hippocampal formation	11.0	15.4	13.1
ENSG00000115107	STEAP3	hypothalamus	14.1	19.7	14.6
ENSG00000115107	STEAP3	medulla oblongata	35.9	54.0	29.1
ENSG00000115107	STEAP3	midbrain	17.8	26.7	18.5
ENSG00000115107	STEAP3	pons	27.4	40.2	24.9
ENSG00000115107	STEAP3	spinal cord	14.8	21.4	14.5
ENSG00000115107	STEAP3	thalamus	12.6	17.7	13.9
ENSG00000115107	STEAP3	white matter	26.5	39.3	24.2
ENSG00000115109	EPB41L5	amygdala	19.2	25.7	30.9
ENSG00000115109	EPB41L5	basal ganglia	24.3	36.1	26.6
ENSG00000115109	EPB41L5	cerebellum	86.6	140.8	102.1
ENSG00000115109	EPB41L5	cerebral cortex	25.6	37.9	34.1
ENSG00000115109	EPB41L5	choroid plexus	11.8	15.4	21.2
ENSG00000115109	EPB41L5	hippocampal formation	17.9	25.7	24.6
ENSG00000115109	EPB41L5	hypothalamus	32.6	47.9	35.8
ENSG00000115109	EPB41L5	medulla oblongata	23.4	33.9	30.5
ENSG00000115109	EPB41L5	midbrain	29.1	41.1	35.1
ENSG00000115109	EPB41L5	pons	27.2	39.5	30.5
ENSG00000115109	EPB41L5	spinal cord	21.0	30.4	30.2
ENSG00000115109	EPB41L5	thalamus	22.1	30.9	38.7
ENSG00000115109	EPB41L5	white matter	26.0	40.6	27.7
ENSG00000115112	TFCP2L1	amygdala	1.8	2.6	2.5
ENSG00000115112	TFCP2L1	basal ganglia	2.6	3.6	4.0
ENSG00000115112	TFCP2L1	cerebellum	3.9	5.4	4.3
ENSG00000115112	TFCP2L1	cerebral cortex	2.2	3.1	3.0
ENSG00000115112	TFCP2L1	choroid plexus	24.4	32.1	39.8
ENSG00000115112	TFCP2L1	hippocampal formation	3.4	4.5	4.1
ENSG00000115112	TFCP2L1	hypothalamus	3.6	5.1	2.7
ENSG00000115112	TFCP2L1	medulla oblongata	2.5	3.5	3.7
ENSG00000115112	TFCP2L1	midbrain	3.7	5.3	5.0
ENSG00000115112	TFCP2L1	pons	2.6	3.8	3.0
ENSG00000115112	TFCP2L1	spinal cord	1.4	2.1	2.2
ENSG00000115112	TFCP2L1	thalamus	3.7	5.3	4.7
ENSG00000115112	TFCP2L1	white matter	1.9	3.2	2.0
ENSG00000115128	SF3B6	amygdala	16.6	22.8	25.1
ENSG00000115128	SF3B6	basal ganglia	24.2	35.8	28.3
ENSG00000115128	SF3B6	cerebellum	28.9	40.7	33.5
ENSG00000115128	SF3B6	cerebral cortex	21.8	32.4	26.7
ENSG00000115128	SF3B6	choroid plexus	14.2	18.5	25.2
ENSG00000115128	SF3B6	hippocampal formation	21.9	32.7	25.5
ENSG00000115128	SF3B6	hypothalamus	30.2	43.7	32.7
ENSG00000115128	SF3B6	medulla oblongata	30.8	46.6	34.0
ENSG00000115128	SF3B6	midbrain	31.1	45.0	27.2
ENSG00000115128	SF3B6	pons	24.2	35.8	29.8
ENSG00000115128	SF3B6	spinal cord	22.0	32.0	38.3
ENSG00000115128	SF3B6	thalamus	22.5	32.8	24.4
ENSG00000115128	SF3B6	white matter	36.1	59.3	44.6
ENSG00000115129	TP53I3	amygdala	8.8	12.3	13.6
ENSG00000115129	TP53I3	basal ganglia	9.2	13.1	12.5
ENSG00000115129	TP53I3	cerebellum	9.5	16.0	12.8
ENSG00000115129	TP53I3	cerebral cortex	11.2	16.1	15.8
ENSG00000115129	TP53I3	choroid plexus	9.8	12.9	19.2
ENSG00000115129	TP53I3	hippocampal formation	7.7	11.1	11.0
ENSG00000115129	TP53I3	hypothalamus	19.1	28.2	14.5
ENSG00000115129	TP53I3	medulla oblongata	11.7	17.6	15.3
ENSG00000115129	TP53I3	midbrain	15.4	21.0	18.9
ENSG00000115129	TP53I3	pons	9.8	14.8	12.5
ENSG00000115129	TP53I3	spinal cord	8.6	12.5	11.8
ENSG00000115129	TP53I3	thalamus	17.7	24.4	23.4
ENSG00000115129	TP53I3	white matter	11.8	19.3	15.5
ENSG00000115137	DNAJC27	amygdala	5.9	8.3	9.9
ENSG00000115137	DNAJC27	basal ganglia	9.6	14.2	12.6
ENSG00000115137	DNAJC27	cerebellum	14.0	19.6	16.0
ENSG00000115137	DNAJC27	cerebral cortex	9.4	14.1	15.7
ENSG00000115137	DNAJC27	choroid plexus	4.5	5.9	9.9
ENSG00000115137	DNAJC27	hippocampal formation	8.3	12.1	10.5
ENSG00000115137	DNAJC27	hypothalamus	17.2	23.8	19.4
ENSG00000115137	DNAJC27	medulla oblongata	15.1	22.0	16.9
ENSG00000115137	DNAJC27	midbrain	15.7	22.2	15.1
ENSG00000115137	DNAJC27	pons	16.2	23.7	18.5
ENSG00000115137	DNAJC27	spinal cord	11.0	15.9	13.2
ENSG00000115137	DNAJC27	thalamus	10.0	14.1	13.6
ENSG00000115137	DNAJC27	white matter	13.3	21.9	14.2
ENSG00000115138	POMC	amygdala	3.0	4.0	3.3
ENSG00000115138	POMC	basal ganglia	3.2	4.5	3.6
ENSG00000115138	POMC	cerebellum	3.4	4.8	4.7
ENSG00000115138	POMC	cerebral cortex	4.6	6.6	3.0
ENSG00000115138	POMC	choroid plexus	2.0	2.7	2.4
ENSG00000115138	POMC	hippocampal formation	1.6	2.1	2.6
ENSG00000115138	POMC	hypothalamus	127.3	174.8	68.4
ENSG00000115138	POMC	medulla oblongata	6.0	9.2	7.6
ENSG00000115138	POMC	midbrain	4.0	5.9	4.7
ENSG00000115138	POMC	pons	4.2	6.2	5.7
ENSG00000115138	POMC	spinal cord	5.7	7.9	6.0
ENSG00000115138	POMC	thalamus	3.7	5.1	5.1
ENSG00000115138	POMC	white matter	5.7	8.5	4.9
ENSG00000115145	STAM2	amygdala	8.6	11.6	14.2
ENSG00000115145	STAM2	basal ganglia	11.7	17.3	15.7
ENSG00000115145	STAM2	cerebellum	12.1	17.3	14.4
ENSG00000115145	STAM2	cerebral cortex	10.6	16.0	13.7
ENSG00000115145	STAM2	choroid plexus	8.4	11.0	15.7
ENSG00000115145	STAM2	hippocampal formation	9.2	13.5	11.9
ENSG00000115145	STAM2	hypothalamus	13.6	19.6	15.1
ENSG00000115145	STAM2	medulla oblongata	11.8	17.7	15.2
ENSG00000115145	STAM2	midbrain	13.0	18.8	15.5
ENSG00000115145	STAM2	pons	11.1	16.3	13.6
ENSG00000115145	STAM2	spinal cord	11.2	16.3	15.7
ENSG00000115145	STAM2	thalamus	11.2	16.3	14.5
ENSG00000115145	STAM2	white matter	15.2	24.9	18.5
ENSG00000115155	OTOF	amygdala	34.3	48.5	50.2
ENSG00000115155	OTOF	basal ganglia	30.1	44.2	34.4
ENSG00000115155	OTOF	cerebellum	1.3	2.1	1.5
ENSG00000115155	OTOF	cerebral cortex	13.4	17.3	28.7
ENSG00000115155	OTOF	choroid plexus	0.3	0.4	0.6
ENSG00000115155	OTOF	hippocampal formation	7.4	11.6	9.3
ENSG00000115155	OTOF	hypothalamus	7.5	11.0	8.0
ENSG00000115155	OTOF	medulla oblongata	10.4	14.3	11.8
ENSG00000115155	OTOF	midbrain	7.2	10.4	6.9
ENSG00000115155	OTOF	pons	6.9	9.4	9.7
